iteration,seed,time_ms,algorithmEI,algorithmSearch,op1,op2,op3,op4,nodesExpanded,validInicial,validFinal,heurFunction,heurIni,heurFi,costIni,costFi,profitIni,profitFi,AssignedPetitionsIni,AssignedPetitionsFi,trucksUsedIni,trucksUsedFi,totalKmIni,totalKmFi
2,91011,248,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-100554.0,-114430.0,12520.0,7216.0,76430.0,97950.0,78,100,10,10,6260,3608
3,121314,206,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-92154.0,-106240.0,12672.0,5716.0,77470.0,97880.0,79,100,10,10,6336,2858
3,121314,217,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-92154.0,-106166.0,12672.0,6100.0,77470.0,97890.0,79,100,10,10,6336,3050
3,121314,214,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-92154.0,-105854.0,12672.0,6160.0,77470.0,96930.0,79,99,10,10,6336,3080
3,121314,212,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-92154.0,-106322.0,12672.0,5980.0,77470.0,97890.0,79,100,10,10,6336,2990
3,121314,218,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-92154.0,-105916.0,12672.0,5892.0,77470.0,95960.0,79,98,10,10,6336,2946
4,151617,209,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-91542.0,-105658.0,12624.0,5600.0,77190.0,97750.0,79,100,10,10,6312,2800
4,151617,210,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-91542.0,-104968.0,12624.0,5456.0,77190.0,94840.0,79,97,10,10,6312,2728
4,151617,208,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-91542.0,-105114.0,12624.0,5420.0,77190.0,95790.0,79,98,10,10,6312,2710
4,151617,209,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-91542.0,-105006.0,12624.0,5836.0,77190.0,96770.0,79,99,10,10,6312,2918
4,151617,211,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-91542.0,-105168.0,12624.0,5536.0,77190.0,95820.0,79,98,10,10,6312,2768
5,181920,217,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-90676.0,-104642.0,12680.0,6420.0,75260.0,97530.0,77,100,10,10,6340,3210
5,181920,213,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-90676.0,-103892.0,12680.0,6604.0,75260.0,95580.0,77,98,10,10,6340,3302
5,181920,213,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-90676.0,-103766.0,12680.0,6508.0,75260.0,94610.0,77,97,10,10,6340,3254
5,181920,210,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-90676.0,-103632.0,12680.0,6888.0,75260.0,95640.0,77,98,10,10,6340,3444
5,181920,224,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-90676.0,-104338.0,12680.0,6852.0,75260.0,97590.0,77,100,10,10,6340,3426
6,2134565223,197,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93498.0,-105928.0,12484.0,6260.0,78250.0,96840.0,80,99,10,10,6242,3130
6,2134565223,200,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93498.0,-106210.0,12484.0,5860.0,78250.0,96830.0,80,99,10,10,6242,2930
6,2134565223,196,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93498.0,-106238.0,12484.0,5892.0,78250.0,96850.0,80,99,10,10,6242,2946
6,2134565223,196,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93498.0,-105786.0,12484.0,5916.0,78250.0,95870.0,80,98,10,10,6242,2958
6,2134565223,197,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93498.0,-106232.0,12484.0,5888.0,78250.0,97820.0,80,100,10,10,6242,2944
7,242526,213,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93764.0,-109672.0,12508.0,5888.0,68660.0,97920.0,70,100,10,10,6254,2944
7,242526,214,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93764.0,-109382.0,12508.0,5628.0,68660.0,96910.0,70,99,10,10,6254,2814
7,242526,209,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93764.0,-109712.0,12508.0,5796.0,68660.0,97900.0,70,100,10,10,6254,2898
7,242526,216,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93764.0,-109266.0,12508.0,5972.0,68660.0,95910.0,70,98,10,10,6254,2986
7,242526,217,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-93764.0,-109752.0,12508.0,5632.0,68660.0,97940.0,70,100,10,10,6254,2816
8,669610,215,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-101272.0,-115538.0,12592.0,4832.0,80100.0,97550.0,82,100,10,10,6296,2416
8,669610,218,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-101272.0,-115426.0,12592.0,4836.0,80100.0,97550.0,82,100,10,10,6296,2418
8,669610,219,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-101272.0,-115274.0,12592.0,4832.0,80100.0,97530.0,82,100,10,10,6296,2416
8,669610,223,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-101272.0,-115254.0,12592.0,5052.0,80100.0,97550.0,82,100,10,10,6296,2526
8,669610,217,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-101272.0,-115282.0,12592.0,5016.0,80100.0,97550.0,82,100,10,10,6296,2508
9,303132,209,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-98064.0,-111706.0,12620.0,6320.0,78500.0,96810.0,80,99,10,10,6310,3160
9,303132,210,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-98064.0,-112144.0,12620.0,5948.0,78500.0,97720.0,80,100,10,10,6310,2974
9,303132,202,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-98064.0,-111866.0,12620.0,6324.0,78500.0,97690.0,80,100,10,10,6310,3162
9,303132,203,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-98064.0,-112158.0,12620.0,6124.0,78500.0,97710.0,80,100,10,10,6310,3062
9,303132,206,Aleatorio,Simulated Annealing,true,true,true,true,20001,true,true,Basica,-98064.0,-112112.0,12620.0,5844.0,78500.0,97700.0,80,100,10,10,6310,2922
