iteration,seed,time_ms,algorithmEI,algorithmSearch,op1,op2,op3,op4,nodesExpanded,validInicial,validFinal,heurFunction,heurIni,heurFi,costIni,costFi,profitIni,profitFi,AssignedPetitionsIni,AssignedPetitionsFi,trucksUsedIni,trucksUsedFi,totalKmIni,totalKmFi
1,1,1740,Aleatorio,HilllClimbing,true,false,true,true,78,true,true,Basica,-57154.0,-67582.0,12476.0,2548.0,69630.0,70130.0,71,71,10,10,6238,1274
1,1,2508,Aleatorio,HilllClimbing,true,false,true,true,74,true,true,Avanzada,-56184.0,-66160.0,12476.0,2500.0,69630.0,69750.0,71,71,10,10,6238,1250
1,1,1778,Aleatorio,HilllClimbing,true,false,true,true,78,true,true,Basica,-57154.0,-67582.0,12476.0,2548.0,69630.0,70130.0,71,71,10,10,6238,1274
1,1,202,Aleatorio,HilllClimbing,false,true,true,true,51,true,true,Avanzada,-56184.0,-87032.0,12476.0,10628.0,69630.0,98150.0,71,100,10,10,6238,5314
1,1,176,Aleatorio,HilllClimbing,false,true,true,true,48,true,true,Basica,-57154.0,-86498.0,12476.0,10772.0,69630.0,97270.0,71,99,10,10,6238,5386
1,1,191,Aleatorio,HilllClimbing,false,true,true,true,51,true,true,Avanzada,-56184.0,-87032.0,12476.0,10628.0,69630.0,98150.0,71,100,10,10,6238,5314
1,1,169,Aleatorio,HilllClimbing,false,true,true,true,48,true,true,Basica,-57154.0,-86498.0,12476.0,10772.0,69630.0,97270.0,71,99,10,10,6238,5386
1,1,189,Aleatorio,HilllClimbing,false,true,true,true,51,true,true,Avanzada,-56184.0,-87032.0,12476.0,10628.0,69630.0,98150.0,71,100,10,10,6238,5314
1,1,189,Aleatorio,HilllClimbing,false,true,true,true,48,true,true,Basica,-57154.0,-86498.0,12476.0,10772.0,69630.0,97270.0,71,99,10,10,6238,5386
1,1,199,Aleatorio,HilllClimbing,false,true,true,true,51,true,true,Avanzada,-56184.0,-87032.0,12476.0,10628.0,69630.0,98150.0,71,100,10,10,6238,5314
1,1,182,Aleatorio,HilllClimbing,false,true,true,true,48,true,true,Basica,-57154.0,-86498.0,12476.0,10772.0,69630.0,97270.0,71,99,10,10,6238,5386
1,1,198,Aleatorio,HilllClimbing,false,true,true,true,51,true,true,Avanzada,-56184.0,-87032.0,12476.0,10628.0,69630.0,98150.0,71,100,10,10,6238,5314
1,1,175,Aleatorio,HilllClimbing,false,true,true,true,48,true,true,Basica,-57154.0,-86498.0,12476.0,10772.0,69630.0,97270.0,71,99,10,10,6238,5386
1,1,2802,Aleatorio,HilllClimbing,true,true,false,false,104,true,true,Avanzada,-56184.0,-92648.0,12476.0,5012.0,69630.0,98190.0,71,100,10,10,6238,2506
1,1,2120,Aleatorio,HilllClimbing,true,true,false,false,103,true,true,Basica,-57154.0,-93472.0,12476.0,5088.0,69630.0,98560.0,71,100,10,10,6238,2544
1,1,2865,Aleatorio,HilllClimbing,true,true,false,false,104,true,true,Avanzada,-56184.0,-92648.0,12476.0,5012.0,69630.0,98190.0,71,100,10,10,6238,2506
1,1,2158,Aleatorio,HilllClimbing,true,true,false,false,103,true,true,Basica,-57154.0,-93472.0,12476.0,5088.0,69630.0,98560.0,71,100,10,10,6238,2544
1,1,2684,Aleatorio,HilllClimbing,true,true,false,false,104,true,true,Avanzada,-56184.0,-92648.0,12476.0,5012.0,69630.0,98190.0,71,100,10,10,6238,2506
1,1,1989,Aleatorio,HilllClimbing,true,true,false,false,103,true,true,Basica,-57154.0,-93472.0,12476.0,5088.0,69630.0,98560.0,71,100,10,10,6238,2544
1,1,2599,Aleatorio,HilllClimbing,true,true,false,false,104,true,true,Avanzada,-56184.0,-92648.0,12476.0,5012.0,69630.0,98190.0,71,100,10,10,6238,2506
1,1,1979,Aleatorio,HilllClimbing,true,true,false,false,103,true,true,Basica,-57154.0,-93472.0,12476.0,5088.0,69630.0,98560.0,71,100,10,10,6238,2544
1,1,2482,Aleatorio,HilllClimbing,true,true,false,false,104,true,true,Avanzada,-56184.0,-92648.0,12476.0,5012.0,69630.0,98190.0,71,100,10,10,6238,2506
1,1,2075,Aleatorio,HilllClimbing,true,true,false,false,103,true,true,Basica,-57154.0,-93472.0,12476.0,5088.0,69630.0,98560.0,71,100,10,10,6238,2544
1,1,3094,Aleatorio,HilllClimbing,true,true,true,true,106,true,true,Avanzada,-56184.0,-93276.0,12476.0,4384.0,69630.0,98240.0,71,100,10,10,6238,2192
1,1,2814,Aleatorio,HilllClimbing,true,true,true,true,111,true,true,Basica,-57154.0,-94064.0,12476.0,4516.0,69630.0,98580.0,71,100,10,10,6238,2258
1,1,3051,Aleatorio,HilllClimbing,true,true,true,true,106,true,true,Avanzada,-56184.0,-93276.0,12476.0,4384.0,69630.0,98240.0,71,100,10,10,6238,2192
1,1,2626,Aleatorio,HilllClimbing,true,true,true,true,111,true,true,Basica,-57154.0,-94064.0,12476.0,4516.0,69630.0,98580.0,71,100,10,10,6238,2258
1,1,3070,Aleatorio,HilllClimbing,true,true,true,true,106,true,true,Avanzada,-56184.0,-93276.0,12476.0,4384.0,69630.0,98240.0,71,100,10,10,6238,2192
1,1,2619,Aleatorio,HilllClimbing,true,true,true,true,111,true,true,Basica,-57154.0,-94064.0,12476.0,4516.0,69630.0,98580.0,71,100,10,10,6238,2258
1,1,3125,Aleatorio,HilllClimbing,true,true,true,true,106,true,true,Avanzada,-56184.0,-93276.0,12476.0,4384.0,69630.0,98240.0,71,100,10,10,6238,2192
1,1,2623,Aleatorio,HilllClimbing,true,true,true,true,111,true,true,Basica,-57154.0,-94064.0,12476.0,4516.0,69630.0,98580.0,71,100,10,10,6238,2258
1,1,3094,Aleatorio,HilllClimbing,true,true,true,true,106,true,true,Avanzada,-56184.0,-93276.0,12476.0,4384.0,69630.0,98240.0,71,100,10,10,6238,2192
1,1,2717,Aleatorio,HilllClimbing,true,true,true,true,111,true,true,Basica,-57154.0,-94064.0,12476.0,4516.0,69630.0,98580.0,71,100,10,10,6238,2258
2,91011,1829,Aleatorio,HilllClimbing,true,false,false,false,67,true,true,Avanzada,-61874.0,-71030.0,12636.0,3480.0,75490.0,75500.0,77,77,10,10,6318,1740
2,91011,1422,Aleatorio,HilllClimbing,true,false,false,false,75,true,true,Basica,-62854.0,-72394.0,12636.0,3396.0,75490.0,75790.0,77,77,10,10,6318,1698
2,91011,2068,Aleatorio,HilllClimbing,true,false,false,false,67,true,true,Avanzada,-61874.0,-71030.0,12636.0,3480.0,75490.0,75500.0,77,77,10,10,6318,1740
2,91011,1478,Aleatorio,HilllClimbing,true,false,false,false,75,true,true,Basica,-62854.0,-72394.0,12636.0,3396.0,75490.0,75790.0,77,77,10,10,6318,1698
2,91011,1777,Aleatorio,HilllClimbing,true,false,false,false,67,true,true,Avanzada,-61874.0,-71030.0,12636.0,3480.0,75490.0,75500.0,77,77,10,10,6318,1740
2,91011,1586,Aleatorio,HilllClimbing,true,false,false,false,75,true,true,Basica,-62854.0,-72394.0,12636.0,3396.0,75490.0,75790.0,77,77,10,10,6318,1698
2,91011,1974,Aleatorio,HilllClimbing,true,false,false,false,67,true,true,Avanzada,-61874.0,-71030.0,12636.0,3480.0,75490.0,75500.0,77,77,10,10,6318,1740
2,91011,1435,Aleatorio,HilllClimbing,true,false,false,false,75,true,true,Basica,-62854.0,-72394.0,12636.0,3396.0,75490.0,75790.0,77,77,10,10,6318,1698
